fips,county_name,peak_year_2008,peak_employment_2008,trough_year_2008,trough_employment_2008,recovery_employment_2008,n_recovery_years_2008,recovery_ratio_2008,flag_tiny_base_2008,flag_implausible_2008,never_recovered_2008,peak_year_covid,peak_employment_covid,trough_year_covid,trough_employment_covid,recovery_employment_covid,n_recovery_years_covid,recovery_ratio_covid,flag_tiny_base_covid,flag_implausible_covid,never_recovered_covid,poverty_rate_2007,median_hh_income_2007,total_population_2007,rucc_2003_2007,population_density_2007,poverty_rate_2019,median_hh_income_2019,total_population_2019,rucc_2013_2019,population_density_2019,proprietor_share_2007,proprietor_share_2019,net_migration_rate_2007,net_migration_rate_2019,pct_hs_plus_2007,pct_bachelors_plus_2007,pct_hs_plus_2019,pct_bachelors_plus_2019,birth_rate_2007,birth_rate_2019,wealth_band_2008,wealth_band_covid,pre_unemployment_2007,pre_unemployment_2019,working_age_share_2007,working_age_share_2019,share_agriculture_2007,share_mining_2007,share_utilities_2007,share_construction_2007,share_manufacturing_2007,share_wholesale_trade_2007,share_retail_2007,share_transportation_2007,share_information_2007,share_finance_2007,share_real_estate_2007,share_professional_services_2007,share_management_2007,share_administrative_waste_2007,share_education_services_2007,share_healthcare_2007,share_arts_entertainment_2007,share_accommodation_food_2007,share_other_services_2007,share_agriculture_2019,share_mining_2019,share_utilities_2019,share_construction_2019,share_manufacturing_2019,share_wholesale_trade_2019,share_retail_2019,share_transportation_2019,share_information_2019,share_finance_2019,share_real_estate_2019,share_professional_services_2019,share_management_2019,share_administrative_waste_2019,share_education_services_2019,share_healthcare_2019,share_arts_entertainment_2019,share_accommodation_food_2019,share_other_services_2019,pop_trend_2007,pop_trend_2019
01021,"Chilton County, AL",2007,19264,2010,17655,18103,2,0.9397321428571428,FALSE,FALSE,FALSE,2019,18570,2020,17887,19260.5,2,1.0371836295099623,FALSE,FALSE,FALSE,16.7,39663,42881,1,61.891813093392685,16,49692,44428,1,64.124658289528,0.2601608502082436,0.2967960648763627,9.84118840512115,0.967858107499775,NA,NA,NA,NA,13.636957581,12.439186825,middle,middle,3.5,3,53.33131223618852,51.215449716395064,2.447459430699654,NA,NA,10.45490822027135,20.989624900239427,4.1101356743814845,20.005320563979783,3.5115722266560256,0.39904229848363926,NA,0.9710029263101888,1.5429635541367386,NA,1.8355945730247407,NA,11.133280127693537,NA,11.465815376429902,5.985634477254589,1.2903225806451613,NA,1.0626185958254268,6.1986084756483235,24.28842504743833,6.122707147375079,18.292220113851993,2.3655913978494625,0.8981657179000633,2.5806451612903225,0.8602150537634409,1.3029728020240354,NA,1.922833649588868,NA,11.195445920303603,0.8981657179000633,13.788741302972802,6.729917773561037,1.0357226329837044,0.2750300904400982
01023,"Choctaw County, AL",2006,5076,2011,4171,4192.5,2,0.8259456264775413,FALSE,FALSE,TRUE,2018,4557,2022,4223,4063.5,2,0.8917050691244239,FALSE,FALSE,TRUE,21.8,31508,14216,9,15.562481458249176,22.6,39808,12589,9,13.781378663329972,0.2236024844720497,0.2530830112276827,-5.135059088351154,-5.163237747239654,NA,NA,NA,NA,11.621801379,10.463378176,lower,lower,6.1,4.9,51.941474395047834,49.503534831996184,5.83809810412278,NA,NA,4.182967198314776,NA,2.648209449292808,11.585916340656034,2.738489316882335,NA,NA,NA,NA,NA,NA,NA,8.877520312970208,NA,10.201625037616612,3.701474571170629,9.248170326014638,NA,NA,9.214903526280771,35.196274118429805,1.2308715901530274,11.244178310046571,4.058549567531603,0.8649367930805056,2.4617431803060548,0.499001996007984,1.6966067864271457,NA,0.3659347970725216,NA,12.574850299401197,NA,4.823685961410512,3.659347970725216,-1.5644540373942695,-1.0589543241408483
01025,"Clarke County, AL",2007,9831,2012,7152,7146.5,2,0.7269352049638897,FALSE,FALSE,TRUE,2019,8061,2020,7918,8039,2,0.997270810073192,FALSE,FALSE,FALSE,21.8,32627,26436,7,21.34655448070929,18.4,43822,23622,7,19.074304355549813,0.25163256421419244,0.2476993205470027,-5.636253593584506,-8.89001778003556,NA,NA,NA,NA,11.553297582,11.190576357,lower,lower,6.2,5.4,51.03646542593433,49.83489966979934,4.735638369433607,NA,NA,4.681824297053679,24.337414233822145,1.8296784609175296,20.879860083411813,3.2019373066056773,NA,4.749091887528588,NA,1.2377236647383292,NA,1.3722588456881477,2.0314812323422573,14.704695277815148,0.1076281447598547,7.82994753127943,5.12579039418808,3.950847721263027,0.4821900762171411,0.8554985223207342,1.8043241561673664,20.17421060818168,2.442059418261005,24.4361487011977,3.1109037175299425,1.182143412661378,5.1641001710997045,1.1043708197231297,1.2754705241872764,NA,1.2132524498366777,1.4154611914761237,15.383418883185566,0.17109970446414682,11.27702597604604,4.37081972312957,-0.7258177401600729,-0.8942377364358656
01027,"Clay County, AL",2006,5957,2009,4788,4952.5,2,0.8313748531139835,FALSE,FALSE,TRUE,2019,5865,2020,5765,5832,2,0.9943734015345268,FALSE,FALSE,FALSE,15.5,36009,14085,9,23.32100363930181,16.6,40562,13235,9,21.913630327735852,0.23314439140811455,0.25173920077657336,4.046858359957401,-7.933509633547412,NA,NA,NA,NA,11.180079132,10.780655132,lower,lower,5.7,3.3,51.68619098331558,50.83490744238761,2.181170709993323,NA,NA,NA,55.75339416870688,1.80280436234142,8.012463832628534,2.5817939016247498,NA,NA,NA,1.0683285110171377,NA,0.8012463832628534,NA,14.66726018250612,NA,3.2494992210104607,2.9601602492766528,1.884178442781934,NA,NA,1.2468827930174564,59.26849542809643,0.5818786367414797,7.592130784150735,1.5516763646439458,0.4433361041839845,2.327514546965918,0.22166805209199225,1.3022998060404545,NA,0.49875311720698257,NA,15.239678581324467,NA,3.491271820448878,3.0756442227763925,-0.17924445366485076,-0.21297247918541373
01029,"Cleburne County, AL",2006,6464,2012,5386,5431,2,0.8401918316831684,FALSE,FALSE,TRUE,2019,5648,2020,5517,6036.5,2,1.0687854107648724,FALSE,FALSE,FALSE,15.4,38918,14799,8,26.42173727519921,13.3,51276,14910,8,26.619913695061836,0.37859354268023,0.4026335781210433,11.014257720116223,7.243460764587525,NA,NA,NA,NA,13.459227468,12.5,middle,middle,3.7,3.3,53.20629772281911,50.22132796780684,2.933473022524882,NA,NA,18.59612362493452,NA,NA,16.919853326348875,NA,NA,2.828706128863279,NA,NA,NA,NA,NA,4.714510214772132,NA,5.133577789418544,6.44316396018858,1.6177351707609346,NA,NA,19.233073696824444,22.109047333732775,2.5763930497303775,20.49131216297184,1.378070701018574,NA,3.53505092869982,0.35949670461354105,0.7789095266626722,NA,5.811863391252247,NA,3.8945476333133615,NA,10.665068903535053,7.01018573996405,0.6203652568821161,0.020136934397552153
01031,"Coffee County, AL",2007,20485,2013,19149,19953.5,2,0.9740541859897486,FALSE,FALSE,FALSE,2019,22459,2020,21968,22454.5,2,0.9997996348902444,FALSE,FALSE,FALSE,16.5,36819,47458,6,69.89540285072152,15,57299,52342,4,77.08848194219027,0.23704108590689624,0.22851722502479196,17.489148299549075,6.533949791754232,NA,NA,NA,NA,14.473470712,11.486978867,lower,middle,3.9,2.9,52.61494373972776,51.03358679454358,0.5837621937168753,NA,NA,4.086335356018127,25.04800675935172,NA,19.440817267071203,1.8588217220984715,1.3211460173592442,4.7238651202089255,2.0201244335202397,4.216913741454797,NA,2.1430217374606344,0.8218757201013903,14.2253629311007,1.3288270988555189,10.08526000460865,5.061832706045011,0.2392691415313225,NA,0.30452436194895594,2.8132250580046403,26.30510440835267,3.030742459396752,18.982018561484917,1.0295823665893271,0.7468097447795824,3.2410092807424595,1.2688515081206495,5.307424593967517,NA,2.5304524361948957,0.5945475638051044,14.47215777262181,0.7178074245939675,13.159802784222736,5.082656612529003,1.225256654030349,0.33215877484231715
01033,"Colbert County, AL",2007,24467,2010,21688,22011.5,2,0.8996403318755876,FALSE,FALSE,FALSE,2019,24665,2020,23667,24775.5,2,1.004480032434624,FALSE,FALSE,FALSE,16.5,37530,54486,3,91.88923911338674,14.6,46683,55241,3,93.16252721547914,0.19276335774800013,0.1844208960773378,2.239107293616709,5.304031425933636,NA,NA,NA,NA,12.157553086,11.429089755,middle,lower,4.7,3.7,52.60984473075653,51.432812584855455,NA,NA,NA,7.494537879172806,21.203190894771605,4.410345002794574,17.316193282861644,2.3271175245160305,NA,NA,1.061937909659062,1.9816066256795897,NA,10.517758243991668,0.4064834103958132,13.439357756211574,NA,8.8156089629592,5.335094761445048,0.07027697395618024,0.3720545680033072,NA,8.131459280694502,28.904505994212485,2.9681686647374947,11.694915254237287,2.472095907399752,0.5126085159156676,2.7242662257131047,0.49607275733774286,1.347664324100868,0.12401818933443572,13.675072343943778,0.23976849937990904,12.84415047540306,0.628358825961141,8.486978090119884,4.282761471682513,-0.13326612678998817,0.1747403505190981
01035,"Conecuh County, AL",2006,4877,2009,4002,4096,2,0.8398605700225549,FALSE,FALSE,TRUE,2019,3997,2022,3741,3840,2,0.960720540405304,FALSE,FALSE,TRUE,24.7,27555,13441,9,15.80775251417476,22.2,41539,12067,7,14.191812334539604,0.24344697618639713,0.2577584502866179,-5.803139647347668,-6.381039197812215,NA,NA,NA,NA,14.227873009,10.098936738,lower,lower,6.6,4.4,51.03786920616026,48.653352117344824,6.309251389342923,NA,NA,3.269042170644002,22.78522392938869,5.916966328865643,9.839816933638444,NA,NA,1.3729977116704806,NA,NA,NA,0.8499509643674403,NA,NA,NA,7.159202353710363,2.222948676037921,6.420306084359836,NA,NA,2.2396416573348263,15.976110488988429,11.198208286674133,12.168719671519224,11.310190369540871,0.671892497200448,1.8290406868234417,0.1866368047779022,0.7465472191116088,NA,0.8585293019783501,NA,19.036954087346025,0.2612915266890631,9.667786487495334,2.0903322135125046,-0.6158738558952104,-1.1082011228206956
01037,"Coosa County, AL",2006,4566,2009,3926,4000,2,0.8760402978537013,FALSE,FALSE,TRUE,2019,4284,2020,4018,4268.5,2,0.9963818860877685,FALSE,FALSE,FALSE,15.1,34667,11439,8,17.573885136017477,17.1,42024,10663,8,16.38170619856232,0.30697340043134436,0.3294653957728968,2.710027100271003,1.969426990527994,NA,NA,NA,NA,10.813308688,8.3544541444,lower,lower,5.9,3.1,54.99606608969315,52.9588295976742,2.5196850393700787,NA,NA,5.039370078740157,61.732283464566926,NA,7.559055118110236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.094488188976378,7.0046082949308754,NA,NA,5.806451612903226,36.866359447004605,2.2119815668202767,6.451612903225806,0.7373271889400922,NA,1.0138248847926268,0.4608294930875576,3.0414746543778803,NA,0.2764976958525346,NA,12.442396313364055,NA,19.35483870967742,3.0414746543778803,-0.49580737868964997,-0.8830133890757152
01039,"Covington County, AL",2006,16681,2013,14802,14592.5,2,0.8747976740003597,FALSE,FALSE,TRUE,2019,15268,2020,14533,14681,2,0.9615535761068902,FALSE,FALSE,TRUE,19.4,32490,37631,7,36.51470883616947,17.2,44836,37049,6,35.94997336428058,0.22195529559222896,0.23363197794624396,2.4713666923547075,6.693837890361413,NA,NA,NA,NA,12.513431537,11.16186049,lower,lower,4,3.6,51.33267784539343,49.61267510594078,NA,NA,NA,6.981981981981982,22.695772695772696,5.474705474705475,16.735966735966738,3.8634788634788633,0.996188496188496,2.668052668052668,1.1607761607761609,2.6334026334026333,NA,NA,NA,15.887040887040888,NA,7.250519750519751,3.8374913374913375,0.5774124094734782,NA,4.325699745547074,4.4529262086514,22.010178117048348,4.922685457036602,16.970052847915444,4.071246819338422,1.1939714229790566,3.2981013897044433,0.8122920336660795,3.6895674300254457,NA,2.573889215110589,NA,16.069680955177137,0.9493051477784302,8.915639068310824,5.049911920140928,0.04449535561485973,-0.2881555780429923
01041,"Crenshaw County, AL",2006,6390,2010,5707,5802,2,0.907981220657277,FALSE,FALSE,TRUE,2019,5609,2022,5198,5324,2,0.949188803708326,FALSE,FALSE,TRUE,18.3,33156,13956,8,22.92133724224582,16.8,43309,13772,8,22.619135604772815,0.3196913787319691,0.3067702177950363,4.585841215247922,-6.099331977926227,NA,NA,NA,NA,12.322724124,9.9286154292,lower,lower,4.4,3.3,51.6122098022356,50.28318327040372,4.021197007481296,NA,NA,6.016209476309227,36.8142144638404,11.907730673316708,10.50498753117207,7.418952618453865,NA,2.524937655860349,NA,1.371571072319202,NA,NA,NA,NA,NA,6.390274314214464,2.0261845386533666,4.716073147256978,NA,NA,3.400705806865576,32.59544433750401,17.26018607635547,7.892204042348412,4.266923323708694,0.12832852101379533,3.176130895091434,0.28873917228103946,0.6095604748155278,NA,0.5453962143086301,NA,13.7311517484761,NA,5.871029836381136,2.8873917228103947,0.27319826038141315,-0.14746044867378627
01043,"Cullman County, AL",2007,38442,2011,32536,33677,2,0.8760470318922012,FALSE,FALSE,FALSE,2019,37153,2020,36198,38276.5,2,1.0302398191263156,FALSE,FALSE,FALSE,14.2,39194,79576,6,108.3039468007355,12.2,50897,83768,4,114.00931204890936,0.2680342541971068,0.2525012476532237,7.879260078415602,6.398624773183077,72.5680228977211,13.164378102242672,81.26711455055703,15.71732290160728,13.061387274,11.84309691,middle,middle,3.4,2.8,52.65657987332864,51.12453442842136,NA,NA,NA,7.492025518341308,20.39872408293461,3.6443381180223287,13.855661881977673,9.62121212121212,0.733652312599681,2.9106858054226477,0.8931419457735247,2.1730462519936204,NA,2.854864433811802,0.22328548644338117,14.238437001594896,0.474481658692185,10.027910685805423,8.37719298245614,0.35536328170265363,NA,0.5175943450886477,4.36865077832284,20.414075476070916,5.187531383985476,15.887056278728418,6.871644327706748,0.8690949824249682,3.0128626057398895,0.625748387345977,1.6647997218896056,1.7884043416122677,3.684962725481865,0.3515006373363204,15.775039592104754,0.5909845880489784,12.762176986364866,5.1489049403221445,0.38334792410590346,0.6096078132988181
01045,"Dale County, AL",2006,19701,2009,18429,20115.5,2,1.0210395411400437,FALSE,FALSE,FALSE,2019,17828,2020,17444,18152.5,2,1.0182017051828585,FALSE,FALSE,FALSE,16.7,41214,49488,4,88.19613874567155,18.1,45120,49172,4,87.63297232464761,0.13577555396711938,0.16055181596271914,-0.7274490785645005,-2.704791344667697,NA,NA,NA,NA,16.178440515,13.1821187,middle,lower,4,3.7,52.067167798254125,51.21817294395184,0.6769090355947672,NA,0.7453605111043504,5.780346820809249,4.97414055369638,1.7645269242470338,11.21843626407058,33.25981137815637,0.4107088530574992,2.258898691816246,1.102829327654396,7.666565257073319,0.32704593854578645,1.3918466686948583,4.639488895649529,10.617584423486464,NA,8.662914511712808,4.312442957103742,0.7670532371472925,NA,0.8218427540863849,5.825951967856817,4.4379508720664775,1.5432380604511005,12.236325449730618,29.51328645785773,0.29221075700849236,3.470002739475847,1.4701853711989772,6.602136791160625,2.812528536206739,1.6436855081727697,1.0592639941557849,11.250114144826956,0.2100264815998539,10.21824490914072,5.807688795543786,0.1055199502322468,-0.32037156176941695
