state_fips,state_abbr,state_name,peak_year_2008,peak_employment_2008,trough_year_2008,trough_employment_2008,recovery_employment_2008,n_recovery_years_2008,recovery_ratio_2008,flag_implausible_2008,never_recovered_2008,peak_year_covid,peak_employment_covid,trough_year_covid,trough_employment_covid,recovery_employment_covid,n_recovery_years_covid,recovery_ratio_covid,flag_implausible_covid,never_recovered_covid,poverty_rate_2007,median_hh_income_2007,total_population_2007,pct_rural_2007,population_density_2007,poverty_rate_2019,median_hh_income_2019,total_population_2019,pct_rural_2019,population_density_2019,proprietor_share_2007,proprietor_share_2019,net_migration_rate_2007,net_migration_rate_2019,pct_hs_plus_2007,pct_bachelors_plus_2007,pct_hs_plus_2019,pct_bachelors_plus_2019,birth_rate_2007,birth_rate_2019,pre_unemployment_2007,pre_unemployment_2019,working_age_share_2007,working_age_share_2019,share_agriculture_2007,share_mining_2007,share_utilities_2007,share_construction_2007,share_manufacturing_2007,share_wholesale_trade_2007,share_retail_2007,share_transportation_2007,share_information_2007,share_finance_2007,share_real_estate_2007,share_professional_services_2007,share_management_2007,share_administrative_waste_2007,share_education_services_2007,share_healthcare_2007,share_arts_entertainment_2007,share_accommodation_food_2007,share_other_services_2007,share_agriculture_2019,share_mining_2019,share_utilities_2019,share_construction_2019,share_manufacturing_2019,share_wholesale_trade_2019,share_retail_2019,share_transportation_2019,share_information_2019,share_finance_2019,share_real_estate_2019,share_professional_services_2019,share_management_2019,share_administrative_waste_2019,share_education_services_2019,share_healthcare_2019,share_arts_entertainment_2019,share_accommodation_food_2019,share_other_services_2019,pop_trend_2007,pop_trend_2019
13,GA,Georgia,2007,4546123,2010,4199640,4351770,2,0.9572486270169108,FALSE,FALSE,2019,4959328,2020,4750652,5153355.5,2,1.0391237482175004,FALSE,FALSE,14.3,49080,9349988,19.310302858142705,161.99775261182296,13.5,61950,10617423,16.994199063181338,183.9573125151689,0.20716263307254568,0.24675089849313203,9.77648313559333,3.365034999547442,82.89771286910316,27.073809108358052,87.9096305172352,32.50700331147809,15.897499593,12.104283142,4.558840108471633,3.600503677866981,53.79517064620832,52.56831153849668,0.22511126740411871,0.175665178715816,NA,6.1160206971898505,11.220890808015968,5.648722268117305,13.31566174709148,4.558468903508315,3.329497880999381,4.8259821106024585,1.7727409523799085,6.216283331570012,3.121901054100709,9.937293369345287,1.965125706539108,11.364158383167718,1.2231328756737851,9.866824470222436,4.484381997896074,0.184355679498802,0.12780409839331636,0.6135784677318163,4.93253532493895,9.732811722338418,5.111470962309918,11.820196165926546,5.322803107193831,2.9779542880081693,4.526650891621679,1.69704241418081,7.2909961220712285,3.607421646361308,9.867199068247736,2.2650083812660573,13.098385644164582,1.4021574737554878,11.340534812138618,4.069362679767824,1.844181703045722,1.0023782010510907
15,HI,Hawaii,2007,639765,2009,615747,621086,2,0.9708033418520864,FALSE,FALSE,2018,676788,2020,588617,657546.5,2,0.9715693836179128,FALSE,TRUE,8.5,62613,1315675,29.66842115264028,204.85122196846507,9,83734,1415872,19.338330018532748,220.4519424257013,0.19240698118226715,0.20478823216612743,-5.572044767894806,-6.3600381955431,89.42114443462695,29.22707857401193,92.3767994959204,33.63296503951165,14.969258718,11.900728548,2.757089180184343,2.522032381937223,53.816634047162104,51.46524544591602,0.06087928177859977,0.03101760875428659,0.5852887912765383,6.595576619273301,2.8466843910145263,4.08045312680615,13.66874735098062,5.996223943282087,1.9602743420799136,3.970253920548684,3.077871537009209,4.741648364350942,1.2493738681462645,8.832504912726852,3.5036411975494164,12.555581243016222,2.231341270758679,19.032481794012252,4.974569413940585,0.0234993835930919,0.02874155377924317,0.6653940846628561,5.583634306207814,2.2443718976294544,3.380476712110859,12.941472073694069,5.9695664906020545,1.5372212159665657,3.877036763881809,2.6116853396383988,4.167706062479438,1.4526234350314349,11.911295249870754,3.3056402135913205,13.22870684699732,2.1787543880579747,20.08564621497236,4.789716669739663,1.161340927599852,0.21439653132839798
16,ID,Idaho,2007,732588,2010,695539,722369,2,0.986050822563296,FALSE,FALSE,2019,863554,2020,852449,932617.5,2,1.079975890332278,FALSE,FALSE,12.1,46136,1505105,34.73060019068437,18.211607455120777,11,60830,1787065,32.373976324308295,21.623292910983228,0.24794081067938187,0.2482067292321002,9.760780809312308,12.927901335429882,88.35562940015706,24.464054132038797,91.46829581971602,28.749433175319833,16.79748473,12.562185504,2.978243249686124,2.8889708561429708,50.45315775311357,49.45472044945203,0.6649637033758707,0.5419242995476925,0.6355811591780968,9.241728354706073,11.999096486765918,4.426113001592166,15.17332946463168,3.150359660705071,2.6973175573556443,4.21382411976325,1.6786614781990703,5.993855375444641,1.7561579385206991,7.088355146811718,1.7499141478786722,13.371628582604432,1.474820077827014,10.348899348258442,3.784471692673279,0.6159428513987204,0.29167707019381367,0.6198340407731793,7.878847818826222,10.293006559896751,5.333199303477102,13.65175152161718,3.458456689440933,2.1025393253326157,3.7943960387692166,1.4223918492553236,5.950439218000642,1.3873711448851938,7.202267266342185,2.512897671447426,16.676502728696548,1.7440635042105912,11.473171870592012,3.5784350284867488,2.121285432445319,1.6346125211172513
17,IL,Illinois,2007,6276775,2010,5914282,5998652,2,0.9556901434255648,FALSE,FALSE,2019,6284394,2020,5737298,6207841.5,2,0.9878186345413734,FALSE,FALSE,11.9,54141,12695866,13.287900171599164,228.70043909110353,11.4,69212,12671821,11.389333861329009,228.26729793649892,0.18593906359222576,0.2004844788258094,-2.585014681156842,-6.479494936047471,85.69249718760783,29.465479718879276,89.84855591237599,35.75711807684089,14.217747767,11.364411394,5.091623056440529,3.9880942923247846,53.10317547459937,52.504711043503534,0.03071147256880166,0.2124241058015787,0.513148326039513,4.669570117181494,12.019559021782175,5.611993700628714,12.357737160918855,4.2825277653569405,2.3111401884254423,6.493735267106457,1.631894290296397,7.310960513344672,3.3968037099755235,8.586079367484441,2.626071706287183,13.05250550417013,1.3560467333032764,8.70899935057646,4.823294188863331,0.03381317911148368,0.13487299625270416,0.5223503305735511,3.9406457557769903,9.893211832515188,5.848920545900215,10.519460840722209,5.28349909626594,2.3567243383285224,6.175678813132098,1.48873822234534,7.252547199220019,3.646091377313852,9.021247695460064,3.14359498827207,14.807568655219129,1.6213328974386607,9.834228629166706,4.469957623226436,0.2979977693962077,-0.23529229734855495
18,IN,Indiana,2006,3085025,2010,2861073,2935742,2,0.9516104407581786,FALSE,FALSE,2019,3279994,2020,3082456,3296355,2,1.0049881188807053,FALSE,FALSE,12.3,47422,6379599,21.984986830676977,178.07600839924007,11.9,57617,6732219,21.675973404905573,187.91881545995656,0.17486503465429973,0.18036056948040316,0.4066086285360569,0.6246083200799023,85.7551998675522,22.069912072323067,89.60281118565798,26.939625923058895,14.198976535,12.021553033,4.640406447697759,3.3195072115526325,52.239772437107725,50.7820229852891,0.08277261057337025,0.2478646969906945,0.5731776714841182,5.405821799481085,20.551925652674495,4.341521603764643,12.612514297344743,4.367388044568822,1.7206658512758952,4.15358397473925,1.343733278856469,3.9409127417332175,2.271488876108811,6.577930299571146,2.136945622699633,13.809356401415442,1.279048296232298,9.580967435095058,4.999171141057443,0.04322426938634945,0.22448391986608593,0.5319584369539628,5.071071284406519,18.434427548361786,4.495500441769676,11.577505878500636,4.857561036196885,1.4948540184103631,3.8860558859810816,1.2272163993936605,4.689145168620521,1.7700073675326105,7.796529073525718,2.3879909218448754,15.6566419294467,1.3874108345071516,9.97492639524413,4.487314294424669,0.6614753479836866,0.4197201747557333
19,IA,Iowa,2008,1619951,2010,1574861,1588874.5,2,0.9808163950638014,FALSE,FALSE,2019,1689021,2020,1578418,1654352,2,0.9794739082580974,FALSE,TRUE,11,47324,2999212,44.39766178582908,53.69767011375134,11,61807,3155070,39.94475558386977,56.48814023343247,0.20763409082132775,0.20532847709104393,-0.24239700294610717,-1.6972682064106344,89.62641227343356,24.290849825472684,92.6292649472163,29.31002485157823,13.747011245,11.952368201,3.7146320026792417,2.6748244394364313,50.87329605242977,49.493989039862825,0.12213871643870508,0.14477120472351537,NA,4.888233868022672,17.347687189858192,4.927668101847732,13.84348752067612,4.05067836088615,2.6615806222936915,7.271396524263562,1.0755418754737478,3.4593950144080723,1.5156862323888554,5.598280237771552,2.685824236863183,15.271482450998745,1.6462641817473205,8.72394195035276,4.233042512252232,0.183451421585562,0.16491073310316806,0.573023153408988,4.742939872402403,15.840266174759025,5.008013778049128,13.55976149142457,4.715273688807581,2.1233433786204134,6.7514178919092345,1.0878169570529577,4.332147743214361,2.073153155502058,6.661611432072639,2.5161017912767507,15.764582504977378,1.3159543348636644,8.847746908014285,3.727909602555718,0.33865278309961333,0.3623529808946424
20,KS,Kansas,2008,1424555,2010,1396231,1409826.5,2,0.9896609818504726,FALSE,FALSE,2019,1454674,2020,1414287,1475859,2,1.0145634004594843,FALSE,FALSE,11.2,47341,2783785,36.55397237933246,34.04883025835234,11.3,62028,2913314,31.303628788383264,35.633116018399946,0.20546860809664136,0.2143227658815837,-0.2421163990753596,-3.5838910601466236,89.1343209208943,28.80319716482895,91.77526913618352,34.01780216789594,15.081483763,12.174760712,4.268125707363596,3.1688521240062597,50.992048595706926,49.5455347415349,0.06851430032871468,1.0282277206635195,0.5618856914598336,5.745107984866979,15.06416479699324,4.838940072654241,12.802166454680057,4.107265509593285,3.899584209720477,5.150889702240786,1.290652032034926,5.0782696760496755,2.2891132401960825,6.22351058379145,1.559577076021791,15.30486297567614,1.2534438914069723,9.107355322346525,4.616974268218517,0.07971435139475308,0.501439654416787,0.5714791312127993,5.401474219353387,14.121513117310748,5.206322902660839,12.155363601633317,5.184740490094417,2.4787524869389195,5.271566287775424,1.2043978506893969,5.493344182423482,2.386634450161165,6.92042953135569,1.7695924479748089,15.71753666115943,1.3816051691945377,10.045000570569528,4.100575696384243,0.47114717850542664,0.13834256764171382
21,KY,Kentucky,2007,1923417,2009,1841499,1881845.5,2,0.97838664210621,FALSE,FALSE,2019,1979480,2020,1879781,1967179,2,0.993785741709944,FALSE,FALSE,17.2,40299,4256672,42.46756621135009,107.80364811646788,16,52256,4467673,40.88645252237574,113.14741845071556,0.19184147591390505,0.2001211298179797,3.0422827974530335,-0.23725997851678043,80.13247061822673,20.004676013529455,87.18515884507562,25.12506388509278,13.949133353,11.977162507,5.375410418353683,4.097005683987357,53.67249344088528,51.48729551155601,0.11695325482262842,1.420146665703345,0.5490932736073983,5.37288284289946,16.06478423317886,4.331205424876402,13.924468710972576,5.642784893742195,2.37835055270573,4.303144384695573,1.3037094759874903,4.177869580026216,2.117608657508231,5.941070525457492,1.8458358706534417,15.046716793790704,1.1279247989926409,9.815042265732243,4.513569931982619,0.09366166717767575,0.6417714235313389,0.5099490770935723,4.51736040901528,15.162629894812127,4.258635803717306,13.06751260172431,6.745500069901245,1.8032720982433488,4.528040599122664,1.0818192563827635,4.456819331384098,2.437303384000235,7.379471354590112,1.8018920736789117,15.620798050205291,1.212201577188074,10.725370911602226,3.94483021797788,0.7170228266116352,0.26278979102047906
22,LA,Louisiana,2008,1980833,2011,1930910,1986620.5,2,1.0029217505968449,FALSE,FALSE,2018,2002600,2020,1872061,1999735,2,0.998569359832218,FALSE,FALSE,18.8,40866,4375581,26.115274748656237,101.25637735015796,18.8,51108,4648794,15.968700699579289,107.5788654094508,0.1957109220474056,0.24025297728577527,3.5483287819377587,-4.076541141638025,79.90835715915944,20.3910060514317,85.96128082246965,24.97531208989488,14.984595162,12.568749111,4.08481775862619,4.643851252578249,52.27575492260342,51.64993329452757,0.2611546571365567,3.555323904064694,NA,8.155570175518529,8.677211264337233,4.510825556100261,14.217832993449568,4.1886193915382,1.8036619969856955,3.9087544216782057,2.10533541576684,5.459523458054577,0.972511027238692,7.114839404161587,1.8244377338409417,15.708886973309252,1.7523301325334066,10.373957188617569,4.702788504821247,0.22755808023094268,2.4301551384335887,0.6856401139593187,8.517929866983492,7.060639314336624,4.298248215678304,13.016694377227676,4.236662729615292,1.3156264883886062,3.712982557757474,1.7972028907378104,5.702560130172759,1.6888031305664644,6.564640626299387,2.612876193400525,17.757846334035257,1.564178298996081,12.487198767592426,4.3129031188774345,-0.3105269925863019,0.14782695077524277
23,ME,Maine,2006,670949,2010,640482,655072.5,2,0.9763372476894668,FALSE,FALSE,2018,677923,2020,638082,670612,2,0.9892155893810948,FALSE,FALSE,12.2,45832,1327040,41.80763202314927,43.022737658203894,10.9,58824,1344212,40.56555067206661,43.57945520331683,0.2327722661103082,0.2265785818583283,1.3209850494333253,4.02838242777181,89.43096747889902,26.74890916819195,93.20850888662888,33.19359694577623,10.892495492,8.9987250626,4.698711606909335,2.887297096651217,54.74024897516277,52.311168178828936,0.7336404724993996,0.02501047065338862,NA,5.572571056533588,11.627486904239673,3.66423244652027,16.766146144516853,3.006814360774054,2.681082754883493,5.341323450889162,1.4152750457036576,4.803796827640143,1.4907034492614963,4.704350432423098,2.8214192846608404,20.410132019555807,1.3791488103154297,9.362054352119635,3.799606581326706,0.6401872111928394,0.01589456731349257,0.40598171933258137,5.321807537854923,9.675769976885851,3.643877431820924,16.033979903904893,3.4784207311117963,2.07874130346942,5.423302967688068,1.3945089057452158,4.3901560923110505,1.7947456007476192,4.447606335612831,3.805887117931945,21.586928920643977,1.472832737446643,10.683830246021092,3.692710138627437,0.5498050603882865,0.17641262132850333
24,MD,Maryland,2008,2925331,2010,2847701,2927202,2,1.000639585742605,FALSE,FALSE,2019,3221712,2021,3008376,3132151,2,0.9722008050378184,FALSE,TRUE,8.3,67989,5653408,5.3712026444933745,582.1687965834009,9.1,86644,6045680,2.496857260060076,622.563637743523,0.2077291976085497,0.2306609506428123,-4.182432967866462,-2.632623625464795,87.43173195435988,35.24802968207509,90.3880103005408,40.87686532382313,13.90840371,11.603046712,3.449466283248793,3.380138074987554,54.653051752146666,53.3512855460428,0.04635623471260251,0.07529538701873587,0.4273437475577008,8.34153201550031,5.753755502569913,4.258164034082104,13.436073278578194,2.9459431819044553,2.771549061911476,5.409879773006291,2.24064066281377,10.981559775650116,2.4940815414207247,7.961527004739679,3.267176704339667,13.941391964294088,1.6622595493620211,8.566212378543762,5.411353526132992,0.04330358924172517,0.04410161852940002,0.440554168337978,6.813700062792305,4.173483166832223,3.794881272142688,12.107280337188374,3.418589462233264,2.1083513764955173,4.159706661234467,1.9996933887473671,12.18708326595586,2.271947380468863,8.96863114876316,3.595877968721452,16.731734054639805,1.886289226814624,10.295459843376252,4.947865586667031,0.8964515006120832,0.38070565396948197
